frec_r,frec_g,frec_b,distancia_real_cm,balon_presente,score_naranja_objetivo,etiqueta_naranja
111.8542348998908,96.17101359430494,103.53637888368974,74.47520282056685,0,0.298515318886446,0
203.13980558114656,115.18517220871853,73.83288771931522,23.780798347725817,1,0.4680464700389923,0
209.51992885938915,130.92636516094967,69.58476850634537,11.545984786292424,1,0.5063730045506939,1
128.52280013866002,91.80449631921935,120.24685186198286,114.07072232138664,1,0.3097481178164684,0
113.08525985102924,87.52069789741266,128.2520228456398,116.01331583664889,0,0.2520574427072993,0
129.50744993079698,93.2415829092835,117.07916903871272,97.77409238150948,1,0.3272609800894949,0
115.77760179066844,69.13306450577635,130.0031931012583,39.335197224111,0,0.258351867464672,0
208.3685737374925,113.33975407555542,61.644869191069766,15.32996522474053,1,0.5054172549175755,1
101.4116401349279,94.63960475420326,99.68446940971629,83.3710310754102,0,0.2831741834901127,0
191.9689934413796,112.32059289943524,89.30683780528234,55.05768927379375,1,0.421412346584246,0
88.7637575038115,84.68226802252016,123.50837341191288,18.156435241994345,0,0.216047168610094,0
102.741682460583,113.49505924502006,113.34676574694583,61.44052157290734,0,0.2846532998815204,0
102.94658462111455,112.81936519677484,73.2779179130151,7.989068449365334,0,0.3661704540182281,0
95.15293542223152,72.86257002659981,116.54407214216164,109.48116664113871,0,0.2702244313762183,0
83.2217748513284,98.0631529380651,127.13829794999069,34.018477865601966,0,0.2251535722044333,0
147.6560650597728,91.7434681329573,102.14301614117244,80.85258498506191,1,0.322970304376987,0
185.1894454293453,112.05321510689508,83.26191499984031,40.15848482637167,1,0.4454435661363192,0
162.6166999979013,100.70615859045829,100.57507708538634,64.32789045662605,1,0.3635316883109613,0
101.30242513590608,102.97992212755068,106.54205086709044,67.41839240382043,0,0.2759358153563785,0
204.78068468147268,134.6169627986259,76.51113502421366,25.44311684096113,1,0.455992212938675,0
99.50391366869464,83.16767394144229,128.18297479508976,116.4718168206888,0,0.2294393923541653,0
143.6511353213148,89.32858623315161,111.37788667172028,93.91540750988928,1,0.3198298129150228,0
142.44109700679485,89.53874581853304,118.93709982990973,112.98187722144594,1,0.3281640503036851,0
122.81161272596924,92.49726588514636,110.88678659230786,107.79997264960728,1,0.2914790319178876,0
83.34341564189461,98.9937763096424,124.81526788523608,73.35639754208587,0,0.2294330727577919,0
125.2641235060578,82.66823558987387,117.57283874565356,110.93741126268156,1,0.3346457378698614,0
216.92006854830305,132.29532364861848,71.06651635522302,14.265130238022662,1,0.4681468365667547,0
213.3884362665807,116.13940835531864,67.46200603734795,26.734012040620843,1,0.491785104005858,0
202.4582986496953,117.18157610321131,54.943326812720926,9.246365513622417,1,0.4756689555338839,0
189.19166181211,119.41708652699948,77.11033228080764,41.73831836853866,1,0.4517430582595093,0
